29,16
29,17
28,17
28,18
27,18
28,18
29,18
30,18
31,18
31,19
32,19
33,19
34,19
35,19
34,19
34,20
33,20
34,20
34,19
34,20
35,20
35,19
35,18
34,18
35,18
35,17
35,18
35,19
35,20
35,21
34,21
33,21
34,21
35,21
35,22
36,22
36,21
37,21
37,22
37,21
37,22
37,23
37,22
38,22
39,22
40,22
40,23
41,23
41,22
41,21
41,20
40,20
40,19
40,18
39,18
39,19
40,19
40,18
40,17
41,17
41,16
41,17
40,17
39,17
39,18
39,19
39,18
39,19
38,19
39,19
40,19
40,18
40,19
40,18
40,19
40,20
40,19
40,20
40,21
40,22
41,22
41,21
40,21
39,21
39,22
39,23
40,23
41,23
41,24
41,23
40,23
40,24
40,23
39,23
39,22
40,22
40,21
40,22
41,22
42,22
42,23
43,23
42,23
42,22
43,22
43,23
43,24
43,23
44,23
44,22
43,22
44,22
43,22
43,23
44,23
45,23
46,23
45,23
44,23
44,24
44,23
44,24
45,24
45,23
44,23
45,23
44,23
44,24
43,24
43,25
43,24
43,25
43,26
43,25
44,25
44,24
43,24
44,24
44,23
45,23
45,24
45,25
46,25
45,25
46,25
46,24
47,24
48,24
48,25
47,25
47,24
48,24
49,24
49,23
48,23
48,24
48,23
49,23
49,22
49,23
49,22
49,22
49,21
49,22
49,21
49,21
48,21
48,22
48,21
49,21
49,20
49,21
48,21
49,21
48,21
49,21
49,22
49,23
48,23
48,24
49,24
48,24
49,24
49,25
49,24
49,23
49,22
49,21
49,22
48,22
47,22
46,22
47,22
48,22
48,23
49,23
49,23
49,22
49,21
49,21
49,21
49,22
49,22
48,22
49,22
49,22
49,22
49,23
48,23
48,24
47,24
47,25
47,24
46,24
45,24
45,23
45,24
45,25
46,25
46,24
46,23
46,24
47,24
47,25
47,24
46,24
46,25
46,24
45,24
44,24
43,24
43,25
43,26
43,27
43,28
44,28
44,27
43,27
42,27
41,27
41,28
41,29
42,29
41,29
42,29
42,30
42,29
43,29
42,29
42,28
42,29
42,28
42,29
42,28
43,28
43,27
44,27
44,26
43,26
43,25
43,26
42,26
42,27
42,28
42,27
43,27
44,27
45,27
45,26
46,26
46,25
47,25
47,26
46,26
47,26
48,26
48,25
48,24
47,24
47,25
48,25
48,26
48,25
47,25
47,24
46,24
46,25
46,26
46,25
45,25
46,25
46,24
45,24
46,24
45,24
46,24
45,24
46,24
46,25
46,24
46,23
46,22
46,21
46,22
46,23
46,22
46,23
46,22
47,22
46,22
46,21
46,20
46,19
46,18
46,17
47,17
46,17
46,18
45,18
45,17
45,18
44,18
45,18
45,19
46,19
46,20
45,20
46,20
46,19
45,19
44,19
45,19
46,19
46,20
46,21
45,21
46,21
46,20
46,21
47,21
47,22
46,22
45,22
45,21
44,21
44,20
44,19
45,19
44,19
44,20
44,21
45,21
44,21
45,21
45,22
44,22
44,23
44,22
43,22
43,21
43,22
44,22
44,21
44,20
44,19
44,20
44,21
43,21
43,22
44,22
43,22
42,22
41,22
42,22
42,23
41,23
41,24
42,24
42,25
43,25
44,25
43,25
43,26
43,27
43,26
44,26
44,25
45,25
44,25
44,26
44,25
45,25
44,25
43,25
43,24
42,24
42,25
41,25
41,24
42,24
42,23
42,24
43,24
42,24
42,23
42,22
42,21
42,20
43,20
42,20
42,19
42,18
42,17
43,17
44,17
44,18
45,18
45,17
46,17
47,17
46,17
46,18
46,19
45,19
44,19
44,20
44,21
44,22
43,22
42,22
41,22
42,22
42,23
43,23
43,22
42,22
42,21
42,20
41,20
41,19
41,18
42,18
42,19
42,18
42,17
43,17
44,17
44,18
44,17
45,17
44,17
45,17
46,17
45,17
45,16
45,17
44,17
43,17
44,17
45,17
46,17
46,18
45,18
45,17
44,17
45,17
45,16
45,15
45,16
45,15
45,14
44,14
44,15
44,14
44,15
45,15
44,15
44,14
45,14
46,14
46,15
46,14
46,15
45,15
45,16
44,16
44,17
45,17
46,17
46,16
47,16
47,17
47,16
48,16
48,15
48,14
48,13
49,13
49,12
49,13
49,14
