49,14
48,14
49,14
49,13
48,13
48,14
48,15
48,14
48,13
47,13
48,13
49,13
49,13
48,13
49,13
49,12
49,13
48,13
49,13
49,13
49,13
48,13
48,12
48,13
48,12
47,12
46,12
46,11
45,11
45,10
45,9
46,9
47,9
47,10
48,10
49,10
48,10
47,10
48,10
48,9
48,10
47,10
47,11
48,11
48,10
47,10
47,11
47,12
46,12
47,12
47,11
47,12
48,12
49,12
48,12
49,12
49,12
48,12
48,13
48,12
48,13
48,14
48,15
48,14
47,14
47,15
47,16
47,17
46,17
46,16
46,17
45,17
45,18
45,19
46,19
46,18
47,18
47,17
48,17
48,18
49,18
49,17
49,18
49,18
49,17
49,16
49,15
49,16
48,16
49,16
49,16
49,17
49,17
49,16
49,15
49,15
49,16
48,16
49,16
49,17
49,18
48,18
49,18
48,18
49,18
49,19
49,18
49,19
48,19
48,18
47,18
48,18
48,17
47,17
48,17
47,17
46,17
47,17
46,17
46,18
45,18
46,18
45,18
45,19
44,19
43,19
43,20
42,20
42,21
41,21
41,20
41,21
42,21
41,21
41,20
42,20
42,21
42,20
42,19
42,18
41,18
40,18
39,18
39,17
39,16
39,17
38,17
38,18
38,19
39,19
39,18
40,18
40,19
41,19
42,19
43,19
44,19
45,19
44,19
44,20
45,20
45,19
46,19
46,18
46,17
45,17
45,16
44,16
44,15
45,15
45,16
46,16
47,16
48,16
49,16
49,16
49,16
49,15
49,14
49,15
49,15
49,16
49,15
49,14
48,14
49,14
49,15
49,14
49,13
48,13
48,14
49,14
49,13
49,14
49,14
49,15
49,14
48,14
48,13
48,12
47,12
47,11
48,11
47,11
48,11
48,10
47,10
47,9
48,9
48,10
49,10
49,9
49,9
49,9
49,9
49,8
49,8
49,8
49,8
49,9
48,9
49,9
48,9
49,9
49,8
49,7
49,7
49,6
49,6
49,5
49,6
49,7
49,8
49,9
49,8
49,8
49,8
48,8
49,8
49,9
49,9
49,8
49,9
49,10
49,10
49,10
49,9
49,9
49,9
49,10
49,10
48,10
49,10
49,9
48,9
49,9
48,9
48,8
47,8
47,7
47,8
47,9
46,9
47,9
47,10
47,11
47,12
47,13
47,12
47,13
47,14
48,14
49,14
49,13
49,14
48,14
49,14
49,14
49,15
49,15
49,16
48,16
47,16
48,16
47,16
47,17
46,17
46,18
46,17
47,17
48,17
47,17
48,17
48,18
49,18
49,17
49,16
49,17
49,16
48,16
48,15
48,14
48,15
48,14
48,15
47,15
47,16
48,16
48,17
48,16
48,15
47,15
48,15
48,14
48,15
48,16
48,17
49,17
49,16
48,16
49,16
49,16
49,17
49,17
49,16
49,16
49,16
49,15
48,15
48,16
49,16
48,16
49,16
49,16
49,15
48,15
47,15
48,15
49,15
49,14
49,13
49,14
49,14
49,15
49,14
49,13
48,13
48,12
48,11
47,11
47,12
48,12
47,12
47,13
48,13
49,13
48,13
49,13
49,12
49,13
48,13
48,14
48,15
48,16
47,16
48,16
47,16
46,16
45,16
45,17
44,17
43,17
43,16
43,17
43,18
43,17
42,17
42,18
43,18
43,19
43,18
42,18
43,18
43,17
43,16
42,16
43,16
42,16
43,16
42,16
43,16
43,15
44,15
43,15
42,15
42,14
41,14
41,15
40,15
39,15
40,15
40,16
39,16
40,16
40,17
40,16
40,15
41,15
41,16
41,15
41,16
40,16
40,17
40,16
40,15
40,16
40,17
41,17
40,17
39,17
39,18
39,17
38,17
37,17
38,17
39,17
40,17
40,18
40,17
40,16
41,16
40,16
41,16
41,17
40,17
41,17
41,18
40,18
40,19
40,18
41,18
42,18
42,17
42,18
42,17
42,18
42,19
41,19
42,19
43,19
43,20
44,20
45,20
45,21
44,21
45,21
44,21
43,21
42,21
43,21
44,21
43,21
44,21
43,21
42,21
43,21
43,22
42,22
41,22
41,23
41,24
40,24
40,23
40,22
40,21
39,21
40,21
39,21
40,21
41,21
42,21
43,21
43,20
43,19
42,19
41,19
41,20
41,19
41,18
41,17
41,16
41,15
40,15
40,14
40,13
40,14
40,13
41,13
42,13
43,13
44,13
